product_type,sku,price,availability,number_of_products_sold,revenue_generated,customer_demographics,stock_levels,lead_time_alt,order_quantities,shipping_times,shipping_carriers,shipping_costs,supplier_name,location,lead_time,production_volumes,manufacturing_lead_time,manufacturing_costs,inspection_results,defect_rates,transportation_modes,routes,costs,total_cost,profit,delay_risk,stock_risk
cosmetics,SKU105,50.96,9,207,10395.850098,Non-binary,178,32,61,13,Carrier B,3.6472976337,Supplier 5,Delhi,33,1109,17,16.9281918846,Pass,0.814494223397482,Sea,Route A,366.070317,20.5754895183,10375.2746084817,1,1
haircare,SKU106,43.81,44,340,16064.864661,Female,91,25,199,1,Carrier A,5.3307680883,Supplier 1,Bangalore,17,1332,43,24.8190267829,Pass,2.429301557081326,Rail,Route B,403.853654,30.1497948712,16034.7148661288,0,1
cosmetics,SKU107,36.12,96,472,17740.879429,Female,185,52,21,14,Carrier C,10.447721612,Supplier 1,Chennai,53,1001,21,34.0102912848,Pending,2.061074696457974,Road,Route A,670.91621,44.4580128968,17696.4214161032,1,1
skincare,SKU108,57.25,90,672,38878.980585,Female,182,11,193,11,Carrier A,14.8361106236,Supplier 5,Bangalore,38,247,26,58.2197215667,Pass,4.178159452990298,Road,Route B,726.231526,73.05583219030001,38805.9247528097,1,1
cosmetics,SKU109,36.36,36,403,15271.878198,Male,147,32,61,9,Carrier A,8.5538684007,Supplier 2,Mumbai,15,522,54,93.2224256451,Pending,1.297128722298627,Rail,Route B,983.951509,101.7762940458,15170.1019039542,0,1
skincare,SKU110,33.21,1,304,11035.599861,Female,159,59,18,9,Carrier C,14.3067987695,Supplier 3,Bangalore,28,103,37,67.7828481539,Pass,0.816527283332123,Sea,Route B,108.277346,82.08964692340001,10953.510214076601,0,1
haircare,SKU111,61.4,93,914,52312.536704,Female,53,35,198,9,Carrier A,1.3434319087,Supplier 5,Bangalore,12,1208,7,69.185160307,Fail,0.477437091462181,Road,Route C,325.415637,70.5285922157,52242.0081117843,0,1
skincare,SKU112,97.12,51,438,45993.531529,Female,20,30,106,12,Carrier C,10.3578361826,Supplier 5,Bangalore,52,708,8,12.1884369788,Fail,0.893782290241174,Sea,Route A,351.604308,22.546273161400002,45970.9852558386,1,1
cosmetics,SKU113,73.05,37,280,19761.633346,Female,94,35,197,1,Carrier C,6.8082433665,Supplier 1,Delhi,22,615,7,61.305505308,Pass,3.078886061228857,Sea,Route B,328.747284,68.1137486745,19693.5195973255,0,1
haircare,SKU114,32.42,33,393,13257.032373,Female,169,55,35,3,Carrier B,17.474374053,Supplier 5,Bangalore,11,85,49,27.4846558161,Pass,1.989951297797303,Road,Route C,404.195641,44.95902986909999,13212.0733431309,0,1
skincare,SKU115,18.36,87,959,15973.084848,Female,62,22,67,10,Carrier B,5.7547758498,Supplier 2,Delhi,41,1042,12,79.2994197789,Pass,3.118223474336811,Road,Route A,274.942031,85.0541956287,15888.0306523713,1,1
skincare,SKU116,72.26,40,820,54900.998211,Male,105,30,156,1,Carrier C,9.236894014,Supplier 2,Kolkata,41,166,27,48.5483027446,Fail,0.300386041587134,Sea,Route C,325.218608,57.7851967586,54843.213014241395,1,1
skincare,SKU117,73.6,1,272,20086.049143,Unknown,68,22,102,7,Carrier C,5.7068888005,Supplier 3,Chennai,26,746,33,20.4465376456,Pass,0.213236723571661,Sea,Route A,526.756446,26.1534264461,20059.8957165539,0,1
haircare,SKU118,46.79,39,612,26763.875736,Female,22,58,19,6,Carrier A,17.8469273587,Supplier 4,Kolkata,23,491,36,87.0840857069,Fail,0.823042791136334,Road,Route C,949.826437,104.9310130656,26658.9447229344,0,1
cosmetics,SKU119,63.37,84,664,43568.646563,Female,32,33,198,3,Carrier C,18.8878313668,Supplier 3,Mumbai,37,1241,14,28.6015923889,Pass,1.080799707344787,Road,Route A,184.998665,47.4894237557,43521.1571392443,1,1
skincare,SKU120,16.34,8,605,10567.566772,Non-binary,161,51,114,7,Carrier B,14.2380061419,Supplier 5,Delhi,33,1449,40,47.6151428544,Pending,2.744379697407956,Road,Route C,991.454628,61.8531489963,10505.7136230037,1,1
skincare,SKU121,43.11,96,664,30726.785513,Female,11,49,192,13,Carrier C,15.3363146076,Supplier 1,Mumbai,53,111,24,84.3811719497,Pass,4.47866091019604,Road,Route A,914.843779,99.7174865573,30627.0680264427,1,1
haircare,SKU122,32.14,78,735,25751.829514,Female,110,16,126,5,Carrier C,12.4463775921,Supplier 4,Delhi,25,1224,20,81.0656328515,Pass,2.477157320465881,Road,Route C,150.284039,93.51201044359999,25658.3175035564,0,1
skincare,SKU123,58.59,75,658,42165.73457,Unknown,185,44,154,13,Carrier B,2.5980293162,Supplier 5,Kolkata,13,995,31,73.5618004441,Pass,0.433340193285108,Sea,Route A,433.577932,76.1598297603,42089.5747402397,0,1
cosmetics,SKU124,90.41,89,301,28592.466888,Female,158,19,198,12,Carrier B,14.3966029216,Supplier 2,Kolkata,23,88,7,32.8313956486,Pass,2.861650395773003,Rail,Route A,840.511317,47.2279985702,28545.2388894298,0,1
skincare,SKU125,70.61,92,190,13148.180062,Female,152,56,170,6,Carrier A,19.3012282494,Supplier 4,Chennai,36,222,51,90.2028802328,Pass,4.964894332635309,Road,Route C,725.870011,109.5041084822,13038.675953517799,1,1
haircare,SKU126,19.13,49,526,9648.804,Male,53,54,12,7,Carrier A,18.3898324917,Supplier 2,Bangalore,28,717,57,34.9643064683,Pass,2.323855040650511,Road,Route B,339.344132,53.35413896,9595.44986104,0,1
skincare,SKU127,33.14,27,502,15080.175442,Female,156,13,55,3,Carrier A,18.8701047156,Supplier 3,Chennai,51,499,14,93.9455635019,Pending,0.235641163829885,Road,Route A,799.842055,112.81566821749999,14967.3597737825,1,1
skincare,SKU128,97.69,11,853,87489.020484,Female,58,27,186,13,Carrier A,9.9051700361,Supplier 3,Mumbai,25,872,10,72.2542957452,Pass,3.752054639855159,Sea,Route C,792.088674,82.1594657813,87406.8610182187,0,1
cosmetics,SKU129,81.92,17,85,6894.325785,Non-binary,50,45,13,14,Carrier A,13.7623130037,Supplier 2,Bangalore,35,1145,43,70.4415876034,Pass,3.86386877476084,Air,Route A,596.716155,84.2039006071,6810.1218843929,1,1
skincare,SKU130,88.02,57,401,32712.458837,Non-binary,84,14,75,11,Carrier C,18.1598701149,Supplier 4,Kolkata,42,1379,38,67.297988946,Fail,0.464100434346138,Rail,Route A,562.59054,85.4578590609,32627.000977939097,1,1
cosmetics,SKU131,42.5,51,81,3751.994949,Non-binary,183,17,83,1,Carrier A,19.6206189304,Supplier 5,Kolkata,17,175,47,62.1684941025,Pass,2.69094444940321,Air,Route C,460.27044,81.78911303289999,3670.2058359671,0,0
skincare,SKU132,26.03,4,696,17796.795364,Male,154,29,169,2,Carrier A,4.6534913574,Supplier 3,Chennai,9,653,46,25.9309435849,Pass,0.611972996791998,Air,Route B,904.795537,30.5844349423,17766.210929057703,0,1
haircare,SKU133,33.06,27,73,2216.588451,Female,55,30,116,13,Carrier A,6.2606753148,Supplier 1,Mumbai,39,1326,56,28.8414391003,Pass,2.427769696103196,Air,Route C,578.139179,35.102114415100004,2181.4863365849,1,1
skincare,SKU134,15.55,59,312,4495.606018,Unknown,150,46,116,12,Carrier A,17.4770846404,Supplier 3,Delhi,19,1265,29,76.3664685484,Pass,2.824185809173994,Rail,Route B,394.747617,93.8435531888,4401.7624648112005,0,1
haircare,SKU135,80.69,84,25,2089.508831,Male,108,18,120,4,Carrier C,14.9996270325,Supplier 1,Bangalore,23,474,41,42.6774066759,Fail,2.85818374029787,Road,Route A,397.313633,57.6770337084,2031.8317972916002,0,0
cosmetics,SKU136,8.66,21,710,5983.026588,Female,93,11,199,14,Carrier B,4.2940983106,Supplier 1,Delhi,55,592,44,72.726531613,Pending,4.484085212240363,Air,Route C,878.956413,77.02062992360001,5906.0059580764,1,1
cosmetics,SKU137,30.44,51,574,18973.019547,Female,135,26,188,13,Carrier A,4.5538312226,Supplier 4,Delhi,24,274,24,31.8168759174,Pass,3.056994011783746,Road,Route A,555.493561,36.37070714,18936.64883986,0,1
cosmetics,SKU138,35.9,3,673,23528.803379,Female,4,23,147,12,Carrier B,7.1247230545,Supplier 2,Bangalore,5,1392,41,10.2439809473,Pass,2.371099343248942,Air,Route C,413.98144,17.3687040018,23511.4346749982,0,1
cosmetics,SKU139,80.26,50,334,29127.980299,Male,161,12,44,1,Carrier B,1.9137982353,Supplier 5,Delhi,45,1302,18,81.9583417828,Pending,0.940160884072839,Road,Route B,570.758882,83.87214001810001,29044.1081589819,1,1
skincare,SKU140,88.07,89,402,37645.926176,Female,13,32,188,13,Carrier B,11.2558401764,Supplier 1,Mumbai,21,1298,51,44.5502099236,Pass,4.53329583371309,Air,Route C,488.375329,55.8060501,37590.1201259,0,1
haircare,SKU141,67.1,42,448,28057.132006,Male,32,52,164,4,Carrier A,3.8818227149,Supplier 1,Chennai,41,1484,59,22.8815186994,Pass,3.573179770295835,Air,Route B,407.873574,26.7633414143,28030.3686645857,1,1
cosmetics,SKU142,17.62,100,877,14301.47583,Female,156,8,14,13,Carrier C,8.7701483646,Supplier 5,Kolkata,31,144,55,72.455360002,Pass,1.266477303945694,Road,Route C,963.167315,81.22550836660001,14220.250321633399,0,1
haircare,SKU143,24.32,23,815,18980.119068,Unknown,140,40,199,2,Carrier A,5.8642951052,Supplier 4,Delhi,16,1053,40,92.6875470035,Pending,0.124882797890311,Rail,Route A,618.659524,98.5518421087,18881.5672258913,0,1
skincare,SKU144,47.75,29,462,23976.970706,Male,150,1,55,5,Carrier A,4.144889697,Supplier 4,Mumbai,5,616,55,63.214789217,Pass,0.283260577721936,Road,Route A,104.168821,67.359678914,23909.611027086,0,1
haircare,SKU145,38.84,25,602,25345.065934,Female,161,27,26,11,Carrier C,9.5963508065,Supplier 3,Mumbai,11,1253,10,13.0491244222,Pass,3.904673580654977,Road,Route B,111.785011,22.6454752287,25322.4204587713,0,1
skincare,SKU146,25.85,84,361,8676.124655,Female,62,40,58,7,Carrier A,6.8888015991,Supplier 3,Delhi,23,1391,36,52.1408645597,Fail,1.894852477726445,Rail,Route C,159.137775,59.0296661588,8617.0949888412,0,1
cosmetics,SKU147,47.44,66,502,23532.734385,Female,165,51,72,4,Carrier A,7.3528934149,Supplier 3,Kolkata,14,211,37,12.2847720094,Pass,3.582701421948514,Rail,Route A,596.550336,19.6376654243,23513.0967195757,0,1
haircare,SKU148,21.67,72,54,1132.563685,Female,50,33,101,8,Carrier B,16.3009843798,Supplier 3,Bangalore,56,214,58,28.4485865874,Pass,4.482715734420387,Road,Route C,762.314152,44.7495709672,1087.8141140328,1,1
cosmetics,SKU149,18.68,19,548,10529.255508,Male,128,47,157,11,Carrier B,16.677039297,Supplier 3,Bangalore,24,310,41,46.8470486972,Fail,2.18627138038523,Road,Route B,787.245215,63.5240879942,10465.7314200058,0,1
haircare,SKU150,78.82,59,727,60738.609571,Female,114,17,23,9,Carrier B,13.0360861767,Supplier 1,Delhi,50,53,30,57.3121164072,Pass,1.368813559331651,Road,Route B,576.695511,70.3482025839,60668.261368416104,1,1
cosmetics,SKU151,51.33,34,17,856.073707,Female,75,23,126,10,Carrier B,3.6008269713,Supplier 1,Delhi,44,659,16,66.9788257022,Pass,2.870738947115209,Rail,Route A,444.824675,70.5796526735,785.4940543265,1,0
skincare,SKU152,14.18,54,363,4822.409963,Non-binary,114,26,38,5,Carrier C,6.4851809986,Supplier 4,Mumbai,43,793,39,95.4376117352,Pass,4.770893813332769,Road,Route A,342.9201,101.9227927338,4720.4871702662,1,1
skincare,SKU153,24.42,81,958,25524.352437,Non-binary,153,2,82,9,Carrier A,8.8430774615,Supplier 5,Delhi,44,91,29,32.1761829915,Pending,3.999085236055206,Rail,Route B,104.728437,41.019260453,25483.333176547003,1,1
haircare,SKU154,31.74,59,817,24048.006655,Male,54,49,56,12,Carrier B,19.2052450671,Supplier 3,Chennai,21,423,20,86.4276086409,Pass,2.452230568579271,Road,Route B,146.436226,105.632853708,23942.373801292,0,1
skincare,SKU155,13.93,16,711,10893.372382,Female,85,58,144,14,Carrier C,14.2509850777,Supplier 1,Delhi,52,876,27,81.5807654163,Pending,0.28386424708591,Air,Route C,846.023927,95.83175049399999,10797.540631505999,1,1
haircare,SKU156,55.68,99,620,31901.872361,Non-binary,36,43,177,10,Carrier C,8.685223544,Supplier 1,Bangalore,33,1031,29,76.4070190216,Pass,2.139817112707773,Sea,Route B,121.960703,85.09224256559999,31816.780118434403,1,1
cosmetics,SKU157,9.85,13,141,1356.61865,Male,122,39,55,4,Carrier A,15.5765774897,Supplier 5,Chennai,48,746,20,88.6309402768,Pending,3.843684335183946,Road,Route C,570.267272,104.2075177665,1252.4111322335,1,1
skincare,SKU158,10.3,45,142,1403.219281,Male,145,37,162,1,Carrier A,19.766725405,Supplier 1,Mumbai,28,1013,16,96.0774127803,Pending,1.30232343149305,Air,Route C,891.206477,115.8441381853,1287.3751428147,0,0
cosmetics,SKU159,48.66,77,226,10264.823806,Male,58,8,157,13,Carrier C,5.3808147203,Supplier 3,Chennai,50,1403,47,25.8875228805,Pass,0.94032692809983,Rail,Route B,820.692718,31.268337600800002,10233.5554683992,1,1
skincare,SKU160,29.25,9,99,2952.086279,Female,122,42,172,2,Carrier B,14.224391743,Supplier 3,Delhi,42,830,51,13.137864421,Pending,4.30203281392544,Air,Route C,345.663437,27.362256164,2924.724022836,1,0
skincare,SKU161,13.95,98,332,4201.071031,Female,24,5,148,11,Carrier B,8.7606110483,Supplier 3,Chennai,52,963,10,96.5909775333,Pass,4.473454855530656,Sea,Route B,545.631874,105.3515885816,4095.7194424184004,1,1
skincare,SKU162,62.72,58,323,19641.926741,Unknown,90,13,42,6,Carrier C,17.495055277,Supplier 4,Mumbai,52,830,47,31.4821028171,Pending,0.538112128204634,Rail,Route C,893.473419,48.9771580941,19592.949582905898,1,1
cosmetics,SKU163,48.5,31,535,23379.450864,Male,180,30,48,2,Carrier B,16.8105493812,Supplier 5,Bangalore,43,1297,17,65.5234226538,Pending,3.162749499813175,Road,Route A,801.860856,82.333972035,23297.116891964997,1,1
haircare,SKU164,69.69,74,233,17741.361534,Female,59,15,46,13,Carrier B,18.8073412575,Supplier 4,Kolkata,8,780,21,79.3885863279,Pending,2.373133703291092,Road,Route C,867.173193,98.1959275854,17643.1656064146,0,1
cosmetics,SKU165,66.82,76,676,46503.509739,Female,6,29,148,1,Carrier B,8.0648370555,Supplier 3,Delhi,27,787,33,94.9873271462,Pass,4.272506774563214,Air,Route A,724.314003,103.05216420170001,46400.4575747983,0,1
haircare,SKU166,12.0,78,84,1039.149461,Female,80,44,193,12,Carrier A,18.9287024832,Supplier 5,Delhi,24,1460,5,38.8668466394,Pending,3.731726690034512,Road,Route A,686.500143,57.7955491226,981.3539118773999,0,1
skincare,SKU167,86.93,80,539,51242.735895,Non-binary,144,29,62,8,Carrier C,9.6201790575,Supplier 2,Bangalore,11,436,33,21.8120389914,Pass,4.605030760600277,Air,Route B,515.887562,31.4322180489,51211.303676951095,0,1
haircare,SKU168,55.86,84,740,41819.31392,Female,187,22,126,2,Carrier C,19.7026767407,Supplier 1,Chennai,22,1393,22,53.1944951245,Fail,1.465396267759423,Rail,Route A,957.383774,72.8971718652,41746.4167481348,0,1
cosmetics,SKU169,71.01,51,88,5806.361906,Non-binary,45,32,89,6,Carrier B,4.9966420185,Supplier 1,Kolkata,44,291,37,56.5940479046,Pass,1.759628386733812,Road,Route B,457.230949,61.590689923099994,5744.7712160769,1,1
haircare,SKU170,53.24,46,122,6885.758955,Female,118,44,58,8,Carrier C,3.3601793678,Supplier 3,Mumbai,10,1146,43,65.1649757379,Pass,4.676657058344304,Sea,Route B,805.080453,68.5251551057,6817.2337998943,0,1
skincare,SKU171,53.11,75,84,4508.53044,Female,21,26,136,3,Carrier C,11.0016505578,Supplier 2,Delhi,22,1063,16,32.2392910609,Pass,4.360199997295086,Road,Route C,523.164333,43.2409416187,4465.2894983813,0,1
skincare,SKU172,87.59,53,695,55319.126119,Non-binary,197,18,159,5,Carrier A,10.3722600889,Supplier 4,Kolkata,55,84,33,47.6559809801,Pass,4.203857507321898,Road,Route A,754.452163,58.028241068999996,55261.097877931,1,1
skincare,SKU173,47.87,4,732,34137.057986,Male,151,50,186,3,Carrier A,9.3336929646,Supplier 5,Kolkata,40,627,19,91.063167761,Pass,1.391370708202907,Air,Route B,423.235927,100.3968607256,34036.6611252744,1,1
skincare,SKU174,51.46,21,911,44402.843502,Male,99,48,96,10,Carrier B,19.4565067868,Supplier 5,Chennai,42,1054,45,32.2507966963,Pending,2.232073222463301,Air,Route A,696.359151,51.7073034831,44351.136198516906,1,1
haircare,SKU175,60.43,89,28,1610.190419,Unknown,192,40,193,4,Carrier A,5.5035292851,Supplier 3,Kolkata,7,679,18,39.780042669,Pass,3.350258103282213,Road,Route A,323.842845,45.2835719541,1564.9068470459001,0,0
skincare,SKU176,72.9,64,886,60295.744922,Non-binary,164,47,174,1,Carrier A,14.4023262881,Supplier 4,Bangalore,24,383,6,21.0673727677,Pass,0.26796721783522,Air,Route C,506.979125,35.4696990558,60260.2752229442,0,1
cosmetics,SKU177,35.51,51,206,7590.410366,Female,42,34,59,13,Carrier A,12.0221323642,Supplier 3,Kolkata,27,1367,24,21.3167360626,Pass,0.72627638657657,Sea,Route C,246.143705,33.338868426800005,7557.0714975732,0,1
haircare,SKU178,67.12,29,352,22371.976282,Male,174,34,64,7,Carrier B,8.1116385757,Supplier 2,Kolkata,21,352,44,79.1667428071,Pass,3.979596754765052,Sea,Route A,294.107637,87.27838138279999,22284.6979006172,0,1
skincare,SKU179,45.05,69,361,14983.450556,Unknown,191,6,72,9,Carrier A,8.7312512537,Supplier 5,Mumbai,57,638,35,76.4604288326,Pending,2.026660205038655,Road,Route B,494.355112,85.1916800863,14898.2588759137,1,1
cosmetics,SKU180,84.38,23,851,77105.33748,Female,53,7,98,5,Carrier C,12.9739662183,Supplier 2,Chennai,23,877,33,50.382426036,Pass,1.872526440230407,Road,Route B,628.355537,63.3563922543,77041.9810877457,0,1
haircare,SKU181,59.62,66,942,56167.041894,Female,71,48,165,5,Carrier A,7.4837087249,Supplier 4,Chennai,38,353,41,32.1462692918,Pass,1.977882965853568,Air,Route B,746.310769,39.6299780167,56127.4119159833,1,1
cosmetics,SKU182,9.59,23,619,5351.567963,Unknown,123,15,34,4,Carrier C,8.2214156698,Supplier 4,Chennai,17,519,23,19.1278745604,Pass,1.291315072925335,Road,Route C,936.64529,27.349290230199998,5324.218672769801,0,1
skincare,SKU183,61.7,36,670,43126.090544,Female,131,26,98,14,Carrier C,3.3412304293,Supplier 4,Kolkata,43,958,35,73.814163555,Pass,2.840887975948228,Road,Route B,825.393295,77.15539398429999,43048.9351500157,1,1
skincare,SKU184,13.86,47,891,11120.716134,Unknown,20,22,146,10,Carrier A,13.285512355,Supplier 2,Mumbai,46,633,28,41.8079241372,Pass,3.904822321066871,Road,Route C,866.056835,55.0934364922,11065.6226975078,1,1
skincare,SKU185,82.05,19,676,51579.910069,Female,68,47,58,3,Carrier B,9.984947347,Supplier 5,Mumbai,26,854,19,30.7221551585,Pass,3.193424358646691,Road,Route A,635.028702,40.7071025055,51539.2029664945,0,1
skincare,SKU186,97.91,35,263,26755.337333,Female,117,39,178,1,Carrier C,19.8338638803,Supplier 4,Delhi,8,1291,42,62.0548225306,Pass,0.406302651255043,Road,Route A,636.175655,81.8886864109,26673.4486465891,0,1
skincare,SKU187,42.66,70,425,18555.318586,Female,59,2,197,5,Carrier C,13.1631962527,Supplier 2,Delhi,58,430,7,27.1292376537,Pass,1.898597353194487,Road,Route C,757.585459,40.2924339064,18515.0261520936,1,1
skincare,SKU188,15.35,44,442,7405.670054,Non-binary,30,47,64,10,Carrier B,9.0310931545,Supplier 4,Mumbai,20,1029,7,93.4460037532,Pass,2.002586419888448,Road,Route A,763.462203,102.4770969077,7303.1929570923,0,1
cosmetics,SKU189,29.2,30,149,3996.583224,Female,199,39,41,1,Carrier A,16.6952849748,Supplier 4,Kolkata,18,530,27,33.680131292,Pass,0.447337306351554,Sea,Route A,558.751822,50.3754162668,3946.2078077332,0,0
cosmetics,SKU190,32.33,26,196,6809.822992,Non-binary,149,43,152,6,Carrier A,8.4298124981,Supplier 4,Mumbai,46,727,22,66.5155047495,Fail,2.667081150871537,Rail,Route C,811.027393,74.9453172476,6734.877674752401,1,1
haircare,SKU191,11.88,21,675,7495.398617,Unknown,19,18,19,9,Carrier B,3.5179687821,Supplier 1,Bangalore,35,882,50,90.8435464563,Pending,1.594481924904918,Sea,Route B,231.736593,94.3615152384,7401.0371017616,1,1
skincare,SKU192,16.07,98,964,14361.117173,Male,187,12,41,12,Carrier A,18.7925343038,Supplier 4,Kolkata,33,496,10,10.0299255508,Pass,3.016740287575896,Road,Route C,155.214664,28.822459854599998,14332.2947131454,1,1
cosmetics,SKU193,48.0,2,382,20150.773758,Non-binary,55,15,92,9,Carrier C,2.4179664724,Supplier 4,Delhi,11,1153,20,15.6062618317,Pass,4.983517300726354,Rail,Route C,298.722367,18.0242283041,20132.7495296959,0,1
