product_type,price,stock_levels,original_demand,demand_new,demand_increase,delay_risk_after,profit,profit_after,decision,scenario
cosmetics,79.67,92,873,916.65,43.64999999999998,0,72915.96001615371,72906.48999886907,Reorder Stock,High Demand
cosmetics,57.75,197,911,956.55,45.549999999999955,1,57182.6689858175,57173.80109739925,Change Supplier,High Delay
cosmetics,74.21,20,452,474.6,22.600000000000023,1,34869.889169604496,34866.71008976494,Reorder Stock,High Demand
skincare,47.01,53,528,554.4,26.399999999999977,0,24147.8307984679,24144.44455101469,Reorder Stock,High Demand
cosmetics,33.0,137,525,551.25,26.25,0,15745.2815988729,15740.43089736019,Reduce Cost,Cost Increase
skincare,88.11,155,858,900.9,42.89999999999998,1,78239.1195711988,78234.75537231867,Reorder Stock,High Demand
haircare,36.6,134,720,756.0,36.0,0,25261.7668975143,25258.25671726573,Reorder Stock,High Demand
skincare,52.17,132,516,541.8000000000001,25.800000000000068,0,29305.4113082509,29297.50897387599,Reduce Cost,Cost Increase
cosmetics,63.33,174,412,432.6,20.600000000000023,1,26760.5323437844,26752.86106996284,Change Supplier,High Delay
skincare,94.47,189,453,475.65,22.649999999999977,0,43749.849534845904,43741.85804363049,Reduce Cost,Cost Increase
cosmetics,25.13,89,252,264.6,12.600000000000023,1,6865.5261977461005,6856.13138092071,Change Supplier,High Delay
cosmetics,73.89,93,362,380.1,18.100000000000023,0,26535.3259780918,26526.39817810098,Reduce Cost,Cost Increase
haircare,32.34,100,567,595.35,28.350000000000023,1,19112.2928735508,19105.91252260588,Reorder Stock,High Demand
skincare,18.07,89,675,708.75,33.75,1,11026.264932623,11017.0625849853,Reorder Stock,High Demand
haircare,8.31,168,401,421.05,20.05000000000001,0,3050.7061438638,3045.99336245018,Reduce Cost,Cost Increase
cosmetics,49.44,40,754,791.7,37.700000000000045,0,35015.4299162084,35009.374188229245,Reorder Stock,High Demand
cosmetics,38.68,180,835,876.75,41.75,1,32322.157476633,32314.4779370963,Change Supplier,High Delay
haircare,21.25,168,38,39.9,1.8999999999999986,1,811.8226006947,808.51250626417,Change Supplier,High Delay
cosmetics,55.19,169,753,790.65,37.64999999999998,0,40516.6973289889,40511.72619348779,Reduce Cost,Cost Increase
cosmetics,69.64,193,804,844.2,40.200000000000045,0,61236.933561673606,61232.54971184096,Reduce Cost,Cost Increase
cosmetics,66.38,14,192,201.6,9.599999999999994,1,12660.7854353988,12653.32161983868,Reorder Stock,High Demand
skincare,57.55,79,339,355.95,16.94999999999999,0,19144.7005236617,19135.69646442787,Reduce Cost,Cost Increase
haircare,58.11,71,626,657.3000000000001,31.300000000000068,0,38749.83734698111,38744.98860127921,Reorder Stock,High Demand
haircare,33.34,166,197,206.85,9.849999999999994,0,5956.1018750548,5951.12137826028,Reduce Cost,Cost Increase
haircare,51.56,168,318,333.90000000000003,15.900000000000034,1,16536.1686841592,16531.97940427512,Change Supplier,High Delay
cosmetics,13.95,110,950,997.5,47.5,0,13692.188493554,13684.2612214094,Reorder Stock,High Demand
haircare,43.17,148,79,82.95,3.950000000000003,0,3144.1684146677,3137.11232603447,Reduce Cost,Cost Increase
haircare,62.16,53,166,174.3,8.300000000000011,1,9445.2839913118,9440.11418894298,Change Supplier,High Delay
skincare,72.38,179,39,40.95,1.9500000000000028,1,2575.7923945408,2568.06774819488,Change Supplier,High Delay
cosmetics,79.6,101,319,334.95,15.949999999999989,0,25528.6297741656,25519.77846338216,Reduce Cost,Cost Increase
cosmetics,47.53,167,570,598.5,28.5,1,25629.2885869235,25619.34377431585,Change Supplier,High Delay
skincare,92.51,120,129,135.45000000000002,6.450000000000017,0,12483.6873357708,12475.56146704788,Reduce Cost,Cost Increase
cosmetics,46.57,51,665,698.25,33.25,1,30043.0888919149,30039.13488890639,Reorder Stock,High Demand
skincare,27.25,194,426,447.3,21.30000000000001,1,12442.8162058763,12437.00712356393,Change Supplier,High Delay
skincare,24.36,169,414,434.7000000000001,20.700000000000102,0,9074.127489269,9070.0283103959,Reduce Cost,Cost Increase
cosmetics,61.62,194,175,183.75,8.75,0,11259.3134264726,11252.14368861986,Reduce Cost,Cost Increase
haircare,63.83,6,269,282.45,13.449999999999989,1,16722.6949047051,16715.07347037561,Reorder Stock,High Demand
skincare,76.98,107,505,530.25,25.25,0,41722.5271037998,41716.37285717978,Reduce Cost,Cost Increase
haircare,8.57,78,716,751.8000000000001,35.80000000000007,1,5643.368772119799,5633.15333063178,Reorder Stock,High Demand
skincare,72.89,106,507,532.35,25.350000000000023,1,35894.2161229857,35884.58123818427,Change Supplier,High Delay
skincare,41.17,191,314,329.7,15.699999999999989,0,13517.6561558324,13509.84873051564,Reduce Cost,Cost Increase
haircare,45.28,58,267,280.35,13.350000000000023,1,11458.3282084991,11450.569985449009,Change Supplier,High Delay
cosmetics,31.66,60,505,530.25,25.25,1,15203.9696414175,15200.98156095925,Reorder Stock,High Demand
haircare,64.41,62,161,169.05,8.050000000000011,1,10172.7426587936,10167.047330872962,Change Supplier,High Delay
skincare,18.4,37,331,347.55,16.55000000000001,0,6420.8376717412,6415.7904183153205,Reorder Stock,High Demand
cosmetics,57.26,151,501,526.0500000000001,25.050000000000068,1,27085.4885393262,27079.06467595882,Change Supplier,High Delay
skincare,72.96,151,665,698.25,33.25,1,45806.28643021071,45798.16564843177,Change Supplier,High Delay
cosmetics,39.53,171,722,758.1,36.10000000000002,0,26236.6669842356,26228.84870715916,Reduce Cost,Cost Increase
cosmetics,13.27,11,112,117.6,5.599999999999994,1,1264.1381307397,1256.04822781367,Reorder Stock,High Demand
skincare,14.63,127,29,30.450000000000003,1.4500000000000028,1,360.4531173374,354.72196107114,Change Supplier,High Delay
cosmetics,62.17,109,264,277.2,13.199999999999989,1,17822.5610217131,17818.84193838441,Change Supplier,High Delay
haircare,85.1,36,564,592.2,28.200000000000045,0,47347.4824298904,47341.66779507944,Reorder Stock,High Demand
cosmetics,14.65,30,895,939.75,44.75,1,12457.8671565144,12452.43471876584,Reorder Stock,High Demand
haircare,74.9,88,184,193.2,9.199999999999989,1,13345.4018798643,13339.32048885073,Change Supplier,High Delay
skincare,68.57,195,48,50.400000000000006,2.4000000000000057,0,3149.9661171974,3141.96150791714,Reduce Cost,Cost Increase
skincare,34.87,194,422,443.1,21.100000000000023,0,15660.557773219,15650.7093320409,Reduce Cost,Cost Increase
haircare,89.02,126,287,301.35,14.350000000000023,0,24060.4237847785,24055.58101195635,Reduce Cost,Cost Increase
cosmetics,90.19,12,776,814.8000000000001,38.80000000000007,0,75831.5873223185,75821.77723835036,Reorder Stock,High Demand
haircare,33.93,107,467,490.35,23.350000000000023,1,16117.048678505102,16107.73740795561,Change Supplier,High Delay
cosmetics,24.46,41,190,199.5,9.5,1,4722.388437764001,4711.7043613404,Change Supplier,High Delay
cosmetics,28.4,62,856,898.8000000000001,42.80000000000007,0,21923.4726657941,21913.24718887351,Reorder Stock,High Demand
skincare,58.33,98,247,259.35,12.350000000000023,1,14178.2132084252,14173.82749576772,Change Supplier,High Delay
skincare,34.29,151,749,786.45,37.450000000000045,1,25394.515928881,25393.0173614691,Reorder Stock,High Demand
skincare,77.41,88,87,91.35,4.349999999999994,1,6430.748575956,6427.4490498516,Change Supplier,High Delay
haircare,14.91,46,70,73.5,3.5,0,1100.1280601441,1097.37089645851,Reduce Cost,Cost Increase
skincare,18.2,192,197,206.85,9.849999999999994,1,3220.9942519073,3215.58644849803,Change Supplier,High Delay
cosmetics,28.89,128,247,259.35,12.350000000000023,1,6490.586850784701,6480.9083371631705,Change Supplier,High Delay
haircare,22.77,5,166,174.3,8.300000000000011,0,3722.6066112181,3719.4031525399096,Reorder Stock,High Demand
haircare,45.43,145,390,409.5,19.5,1,16427.762760941598,16418.817506135758,Change Supplier,High Delay
cosmetics,61.23,31,327,343.35,16.350000000000023,1,18946.793629763502,18937.22612283985,Reorder Stock,High Demand
haircare,32.0,193,171,179.55,8.550000000000011,0,5165.3610998338,5160.70639551718,Reduce Cost,Cost Increase
haircare,75.8,3,952,999.6,47.60000000000002,1,77089.5202556436,77084.87941190795,Reorder Stock,High Demand
cosmetics,42.38,197,979,1027.95,48.950000000000045,1,40125.28018797519,40116.75636797272,Reorder Stock,High Demand
cosmetics,44.53,111,30,31.5,1.5,1,1330.7384218184,1322.84033500024,Change Supplier,High Delay
haircare,27.48,53,258,270.90000000000003,12.900000000000034,1,7605.741618803299,7596.860578783629,Reorder Stock,High Demand
haircare,10.26,190,283,297.15000000000003,14.150000000000034,1,2909.6408566363,2906.41005609993,Change Supplier,High Delay
cosmetics,15.27,123,782,821.1,39.10000000000002,0,12453.106169371898,12444.007591009087,Reorder Stock,High Demand
skincare,21.18,18,965,1013.25,48.25,0,21725.5878263578,21720.461760693583,Reorder Stock,High Demand
haircare,51.37,74,850,892.5,42.5,0,39574.8403316885,39562.96400555735,Reorder Stock,High Demand
skincare,97.68,193,834,875.7,41.700000000000045,0,80296.7595831355,80286.86851004905,Reduce Cost,Cost Increase
haircare,60.43,3,618,648.9,30.899999999999977,1,39479.4606575665,39475.13429092315,Reorder Stock,High Demand
skincare,34.56,39,96,100.8,4.799999999999997,0,3049.6105555901,3040.95885884911,Reduce Cost,Cost Increase
haircare,44.55,19,522,548.1,26.100000000000023,0,21249.5136076636,21243.55424052996,Reorder Stock,High Demand
haircare,12.64,75,728,764.4,36.39999999999998,1,8812.8609890934,8803.22481800274,Reorder Stock,High Demand
haircare,61.26,143,743,780.15,37.14999999999998,1,41050.0106088947,41043.76868008417,Reorder Stock,High Demand
cosmetics,9.19,189,785,824.25,39.25,0,7228.818611265599,7222.44272739216,Reduce Cost,Cost Increase
haircare,11.89,15,566,594.3000000000001,28.300000000000068,1,6584.0560716225,6577.01104938475,Reorder Stock,High Demand
haircare,54.17,3,212,222.6,10.599999999999994,0,11866.5022730294,11858.67189133234,Reorder Stock,High Demand
haircare,30.34,38,924,970.2,46.200000000000045,0,29499.737069182906,29494.06252430119,Reorder Stock,High Demand
cosmetics,55.4,102,886,930.3,44.299999999999955,1,52857.1165886058,52847.96124286638,Reorder Stock,High Demand
skincare,45.24,181,7,7.35,0.34999999999999964,1,261.1343827902,255.87000346922,Change Supplier,High Delay
haircare,84.99,101,79,82.95,3.950000000000003,0,6540.642500495401,6529.71976354494,Reduce Cost,Cost Increase
cosmetics,33.87,170,188,197.4,9.400000000000006,1,5889.0530218619,5884.16287404809,Change Supplier,High Delay
haircare,17.19,16,763,801.15,38.14999999999998,1,12848.4612913858,12839.34576442438,Reorder Stock,High Demand
haircare,79.39,199,90,94.5,4.5,1,6591.8447100941,6582.654588303511,Change Supplier,High Delay
haircare,53.19,181,770,808.5,38.5,1,42041.9145910216,42032.55747302376,Change Supplier,High Delay
haircare,84.51,143,25,26.25,1.25,1,2012.3933732266,2004.66540284926,Change Supplier,High Delay
skincare,11.1,34,339,355.95,16.94999999999999,0,3915.4893066108,3912.51371017188,Reorder Stock,High Demand
skincare,95.42,21,15,15.75,0.75,1,1482.1238117625,1479.25356823875,Change Supplier,High Delay
skincare,74.86,27,530,556.5,26.5,1,43011.3310036046,43005.21819136506,Reorder Stock,High Demand
cosmetics,55.84,196,432,453.6,21.600000000000023,1,22208.1979127105,22202.59475778155,Change Supplier,High Delay
cosmetics,28.94,192,374,392.7,18.69999999999999,0,11269.7325724872,11264.50877883592,Reduce Cost,Cost Increase
cosmetics,85.44,86,168,176.4,8.400000000000006,1,14438.0651632616,14432.53099508776,Change Supplier,High Delay
skincare,62.85,150,463,486.15,23.149999999999977,0,27066.200782318298,27059.89435425013,Reduce Cost,Cost Increase
skincare,21.61,91,343,360.15000000000003,17.150000000000034,0,7116.701937777801,7114.2326079555805,Reduce Cost,Cost Increase
haircare,58.18,152,749,786.45,37.450000000000045,1,41340.0129946187,41331.06773278057,Reorder Stock,High Demand
cosmetics,41.47,69,893,937.65,44.64999999999998,1,37668.5248006595,37662.448149025455,Reorder Stock,High Demand
haircare,27.61,4,611,641.5500000000001,30.550000000000068,1,17027.5252306709,17023.93865173799,Reorder Stock,High Demand
haircare,16.74,73,164,172.20000000000002,8.200000000000017,0,2658.082443357,2649.3514888927,Reduce Cost,Cost Increase
skincare,74.91,98,106,111.3,5.299999999999997,0,8201.1970076012,8191.362160161319,Reduce Cost,Cost Increase
haircare,60.91,143,519,544.95,25.950000000000045,1,28518.4202402744,28508.98976620184,Change Supplier,High Delay
skincare,39.51,114,686,720.3000000000001,34.30000000000007,1,27806.8270556384,27798.12953770224,Reorder Stock,High Demand
haircare,64.93,122,200,210.0,10.0,0,13361.1085697133,13352.461146484631,Reduce Cost,Cost Increase
cosmetics,80.17,111,446,468.3,22.30000000000001,0,35013.0011778606,35008.64070634666,Reduce Cost,Cost Increase
skincare,22.39,189,884,928.2,44.200000000000045,1,19858.618078409298,19847.68438925023,Change Supplier,High Delay
skincare,79.87,112,485,509.25,24.25,1,41103.17108799421,41091.68046069362,Change Supplier,High Delay
skincare,86.72,21,265,278.25,13.25,0,23139.7561763922,23130.91367953142,Reorder Stock,High Demand
skincare,19.84,86,700,735.0,35.0,1,15181.8046323812,15173.87991071932,Reorder Stock,High Demand
skincare,13.36,69,248,260.40000000000003,12.400000000000034,0,3089.9004197672,3079.4422587439203,Reduce Cost,Cost Increase
cosmetics,8.05,174,694,728.7,34.700000000000045,1,5197.3518003053,5187.33762623583,Change Supplier,High Delay
haircare,30.3,109,294,308.7,14.699999999999989,1,8500.954158582199,8492.22759974042,Change Supplier,High Delay
haircare,42.41,99,680,714.0,34.0,0,27074.0185606011,27063.487153361213,Reorder Stock,High Demand
haircare,43.01,128,838,879.9000000000001,41.90000000000009,0,37120.6532739781,37116.94720527591,Reorder Stock,High Demand
haircare,65.01,37,567,595.35,28.350000000000023,1,39179.0329414054,39168.21497294594,Reorder Stock,High Demand
skincare,69.76,157,103,108.15,5.150000000000006,1,7274.7900125891,7266.61589854801,Change Supplier,High Delay
skincare,43.66,21,13,13.65,0.6500000000000004,1,513.2673797345,509.61911730795,Change Supplier,High Delay
cosmetics,37.83,185,117,122.85,5.849999999999994,0,4445.6722925911,4441.39571875021,Reduce Cost,Cost Increase
haircare,47.67,154,107,112.35,5.349999999999994,1,4583.1647006809,4576.85810184899,Change Supplier,High Delay
haircare,66.63,99,567,595.35,28.350000000000023,1,40209.1033528578,40200.530454943575,Reorder Stock,High Demand
skincare,28.16,62,161,169.05,8.050000000000011,1,4693.4122274644,4686.83480581084,Change Supplier,High Delay
skincare,14.79,47,87,91.35,4.349999999999994,1,1163.7430243896,1158.07475142856,Change Supplier,High Delay
cosmetics,61.43,83,71,74.55,3.549999999999997,0,4369.286459973299,4365.22104497063,Reduce Cost,Cost Increase
skincare,76.57,34,422,443.1,21.100000000000023,1,34590.552318623806,34587.03782598618,Reorder Stock,High Demand
skincare,64.93,80,850,892.5,42.5,0,57654.2809649496,57649.39753534456,Reorder Stock,High Demand
skincare,86.18,166,854,896.7,42.700000000000045,0,74353.8952754545,74343.88747289995,Reorder Stock,High Demand
cosmetics,53.07,186,57,59.85,2.8500000000000014,1,2811.940443237,2806.5705430607,Change Supplier,High Delay
cosmetics,18.26,17,455,477.75,22.75,1,8150.875303262601,8145.451760988861,Reorder Stock,High Demand
cosmetics,92.4,67,161,169.05,8.050000000000011,1,15076.556268263,15066.5834084893,Change Supplier,High Delay
haircare,31.98,75,90,94.5,4.5,1,2817.0376680518,2810.0404070569803,Change Supplier,High Delay
skincare,90.03,105,169,177.45000000000002,8.450000000000017,0,14056.0347172334,14052.33077525674,Reduce Cost,Cost Increase
cosmetics,26.19,67,635,666.75,31.75,1,15629.5485260003,15628.04653360033,Reorder Stock,High Demand
cosmetics,73.37,180,590,619.5,29.5,1,39726.5559505033,39717.35493505363,Change Supplier,High Delay
skincare,73.87,194,215,225.75,10.75,1,15412.1769739917,15404.195419990869,Change Supplier,High Delay
skincare,69.07,173,368,386.4,18.399999999999977,0,27684.8969697755,27680.84525745305,Reduce Cost,Cost Increase
cosmetics,44.6,79,951,998.55,47.549999999999955,0,45865.0869574768,45862.39517952448,Reorder Stock,High Demand
skincare,87.79,150,855,897.75,42.75,0,69861.1587180824,69853.97047039063,Reorder Stock,High Demand
haircare,19.13,9,507,532.35,25.350000000000023,0,10451.7361850193,10441.683065521229,Reorder Stock,High Demand
cosmetics,14.89,51,69,72.45,3.450000000000003,0,860.9915011081999,854.2241288190199,Reduce Cost,Cost Increase
cosmetics,37.22,115,92,96.6,4.599999999999994,1,3613.0019539916,3602.64147039076,Change Supplier,High Delay
skincare,15.69,183,436,457.8,21.80000000000001,0,6240.959554234601,6233.59634035806,Reduce Cost,Cost Increase
skincare,11.26,16,258,270.90000000000003,12.900000000000034,1,2758.8643635172,2747.15115246892,Reorder Stock,High Demand
haircare,30.11,29,57,59.85,2.8500000000000014,0,1694.0349859626,1686.04470575886,Reduce Cost,Cost Increase
haircare,17.2,111,958,1005.9,47.89999999999998,0,15353.9205811114,15346.32937102254,Reorder Stock,High Demand
skincare,73.92,141,255,267.75,12.75,0,19180.1357325254,19175.64193547794,Reduce Cost,Cost Increase
