Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs
skincare,SKU127,33.14,27,502,15080.175442,Female,156,13,55,3,Carrier A,18.8701047156,Supplier 3,Chennai,51,499,14,93.9455635019,Pending,0.235641163829885,Road,Route A,799.842055
skincare,SKU128,97.69,11,853,87489.020484,Female,58,27,186,13,Carrier A,9.9051700361,Supplier 3,Mumbai,25,872,10,72.2542957452,Pass,3.752054639855159,Sea,Route C,792.088674
cosmetics,SKU129,81.92,17,85,6894.325785,Non-binary,50,45,13,14,Carrier A,13.7623130037,Supplier 2,Bangalore,35,1145,43,70.4415876034,Pass,3.86386877476084,Air,Route A,596.716155
skincare,SKU130,88.02,57,401,32712.458837,Non-binary,84,14,75,11,Carrier C,18.1598701149,Supplier 4,Kolkata,42,1379,38,67.297988946,Fail,0.464100434346138,Rail,Route A,562.59054
cosmetics,SKU131,42.5,51,81,3751.994949,Non-binary,183,17,83,1,Carrier A,19.6206189304,Supplier 5,Kolkata,17,175,47,62.1684941025,Pass,2.69094444940321,Air,Route C,460.27044
skincare,SKU132,26.03,4,696,17796.795364,Male,154,29,169,2,Carrier A,4.6534913574,Supplier 3,Chennai,9,653,46,25.9309435849,Pass,0.611972996791998,Air,Route B,904.795537
haircare,SKU133,33.06,27,73,2216.588451,Female,55,30,116,13,Carrier A,6.2606753148,Supplier 1,Mumbai,39,1326,56,28.8414391003,Pass,2.427769696103196,Air,Route C,578.139179
skincare,SKU134,15.55,59,312,4495.606018,Unknown,150,46,116,12,Carrier A,17.4770846404,Supplier 3,Delhi,19,1265,29,76.3664685484,Pass,2.824185809173994,Rail,Route B,394.747617
haircare,SKU135,80.69,84,25,2089.508831,Male,108,18,120,4,Carrier C,14.9996270325,Supplier 1,Bangalore,23,474,41,42.6774066759,Fail,2.85818374029787,Road,Route A,397.313633
cosmetics,SKU136,8.66,21,710,5983.026588,Female,93,11,199,14,Carrier B,4.2940983106,Supplier 1,Delhi,55,592,44,72.726531613,Pending,4.484085212240363,Air,Route C,878.956413
cosmetics,SKU137,30.44,51,574,18973.019547,Female,135,26,188,13,Carrier A,4.5538312226,Supplier 4,Delhi,24,274,24,31.8168759174,Pass,3.056994011783746,Road,Route A,555.493561
cosmetics,SKU138,35.9,3,673,23528.803379,Female,4,23,147,12,Carrier B,7.1247230545,Supplier 2,Bangalore,5,1392,41,10.2439809473,Pass,2.371099343248942,Air,Route C,413.98144
cosmetics,SKU139,80.26,50,334,29127.980299,Male,161,12,44,1,Carrier B,1.9137982353,Supplier 5,Delhi,45,1302,18,81.9583417828,Pending,0.940160884072839,Road,Route B,570.758882
skincare,SKU140,88.07,89,402,37645.926176,Female,13,32,188,13,Carrier B,11.2558401764,Supplier 1,Mumbai,21,1298,51,44.5502099236,Pass,4.53329583371309,Air,Route C,488.375329
haircare,SKU141,67.1,42,448,28057.132006,Male,32,52,164,4,Carrier A,3.8818227149,Supplier 1,Chennai,41,1484,59,22.8815186994,Pass,3.573179770295835,Air,Route B,407.873574
cosmetics,SKU142,17.62,100,877,14301.47583,Female,156,8,14,13,Carrier C,8.7701483646,Supplier 5,Kolkata,31,144,55,72.455360002,Pass,1.266477303945694,Road,Route C,963.167315
haircare,SKU143,24.32,23,815,18980.119068,Unknown,140,40,199,2,Carrier A,5.8642951052,Supplier 4,Delhi,16,1053,40,92.6875470035,Pending,0.124882797890311,Rail,Route A,618.659524
skincare,SKU144,47.75,29,462,23976.970706,Male,150,1,55,5,Carrier A,4.144889697,Supplier 4,Mumbai,5,616,55,63.214789217,Pass,0.283260577721936,Road,Route A,104.168821
haircare,SKU145,38.84,25,602,25345.065934,Female,161,27,26,11,Carrier C,9.5963508065,Supplier 3,Mumbai,11,1253,10,13.0491244222,Pass,3.904673580654977,Road,Route B,111.785011
skincare,SKU146,25.85,84,361,8676.124655,Female,62,40,58,7,Carrier A,6.8888015991,Supplier 3,Delhi,23,1391,36,52.1408645597,Fail,1.894852477726445,Rail,Route C,159.137775
cosmetics,SKU147,47.44,66,502,23532.734385,Female,165,51,72,4,Carrier A,7.3528934149,Supplier 3,Kolkata,14,211,37,12.2847720094,Pass,3.582701421948514,Rail,Route A,596.550336
haircare,SKU148,21.67,72,54,1132.563685,Female,50,33,101,8,Carrier B,16.3009843798,Supplier 3,Bangalore,56,214,58,28.4485865874,Pass,4.482715734420387,Road,Route C,762.314152
cosmetics,SKU149,18.68,19,548,10529.255508,Male,128,47,157,11,Carrier B,16.677039297,Supplier 3,Bangalore,24,310,41,46.8470486972,Fail,2.18627138038523,Road,Route B,787.245215
haircare,SKU150,78.82,59,727,60738.609571,Female,114,17,23,9,Carrier B,13.0360861767,Supplier 1,Delhi,50,53,30,57.3121164072,Pass,1.368813559331651,Road,Route B,576.695511
cosmetics,SKU151,51.33,34,17,856.073707,Female,75,23,126,10,Carrier B,3.6008269713,Supplier 1,Delhi,44,659,16,66.9788257022,Pass,2.870738947115209,Rail,Route A,444.824675
skincare,SKU152,14.18,54,363,4822.409963,Non-binary,114,26,38,5,Carrier C,6.4851809986,Supplier 4,Mumbai,43,793,39,95.4376117352,Pass,4.770893813332769,Road,Route A,342.9201
skincare,SKU153,24.42,81,958,25524.352437,Non-binary,153,2,82,9,Carrier A,8.8430774615,Supplier 5,Delhi,44,91,29,32.1761829915,Pending,3.999085236055206,Rail,Route B,104.728437
haircare,SKU154,31.74,59,817,24048.006655,Male,54,49,56,12,Carrier B,19.2052450671,Supplier 3,Chennai,21,423,20,86.4276086409,Pass,2.452230568579271,Road,Route B,146.436226
skincare,SKU155,13.93,16,711,10893.372382,Female,85,58,144,14,Carrier C,14.2509850777,Supplier 1,Delhi,52,876,27,81.5807654163,Pending,0.28386424708591,Air,Route C,846.023927
haircare,SKU156,55.68,99,620,31901.872361,Non-binary,36,43,177,10,Carrier C,8.685223544,Supplier 1,Bangalore,33,1031,29,76.4070190216,Pass,2.139817112707773,Sea,Route B,121.960703
cosmetics,SKU157,9.85,13,141,1356.61865,Male,122,39,55,4,Carrier A,15.5765774897,Supplier 5,Chennai,48,746,20,88.6309402768,Pending,3.843684335183946,Road,Route C,570.267272
skincare,SKU158,10.3,45,142,1403.219281,Male,145,37,162,1,Carrier A,19.766725405,Supplier 1,Mumbai,28,1013,16,96.0774127803,Pending,1.30232343149305,Air,Route C,891.206477
cosmetics,SKU159,48.66,77,226,10264.823806,Male,58,8,157,13,Carrier C,5.3808147203,Supplier 3,Chennai,50,1403,47,25.8875228805,Pass,0.94032692809983,Rail,Route B,820.692718
skincare,SKU160,29.25,9,99,2952.086279,Female,122,42,172,2,Carrier B,14.224391743,Supplier 3,Delhi,42,830,51,13.137864421,Pending,4.30203281392544,Air,Route C,345.663437
skincare,SKU161,13.95,98,332,4201.071031,Female,24,5,148,11,Carrier B,8.7606110483,Supplier 3,Chennai,52,963,10,96.5909775333,Pass,4.473454855530656,Sea,Route B,545.631874
skincare,SKU162,62.72,58,323,19641.926741,Unknown,90,13,42,6,Carrier C,17.495055277,Supplier 4,Mumbai,52,830,47,31.4821028171,Pending,0.538112128204634,Rail,Route C,893.473419
cosmetics,SKU163,48.5,31,535,23379.450864,Male,180,30,48,2,Carrier B,16.8105493812,Supplier 5,Bangalore,43,1297,17,65.5234226538,Pending,3.162749499813175,Road,Route A,801.860856
haircare,SKU164,69.69,74,233,17741.361534,Female,59,15,46,13,Carrier B,18.8073412575,Supplier 4,Kolkata,8,780,21,79.3885863279,Pending,2.373133703291092,Road,Route C,867.173193
cosmetics,SKU165,66.82,76,676,46503.509739,Female,6,29,148,1,Carrier B,8.0648370555,Supplier 3,Delhi,27,787,33,94.9873271462,Pass,4.272506774563214,Air,Route A,724.314003
haircare,SKU166,12.0,78,84,1039.149461,Female,80,44,193,12,Carrier A,18.9287024832,Supplier 5,Delhi,24,1460,5,38.8668466394,Pending,3.731726690034512,Road,Route A,686.500143
skincare,SKU167,86.93,80,539,51242.735895,Non-binary,144,29,62,8,Carrier C,9.6201790575,Supplier 2,Bangalore,11,436,33,21.8120389914,Pass,4.605030760600277,Air,Route B,515.887562
haircare,SKU168,55.86,84,740,41819.31392,Female,187,22,126,2,Carrier C,19.7026767407,Supplier 1,Chennai,22,1393,22,53.1944951245,Fail,1.465396267759423,Rail,Route A,957.383774
cosmetics,SKU169,71.01,51,88,5806.361906,Non-binary,45,32,89,6,Carrier B,4.9966420185,Supplier 1,Kolkata,44,291,37,56.5940479046,Pass,1.759628386733812,Road,Route B,457.230949
haircare,SKU170,53.24,46,122,6885.758955,Female,118,44,58,8,Carrier C,3.3601793678,Supplier 3,Mumbai,10,1146,43,65.1649757379,Pass,4.676657058344304,Sea,Route B,805.080453
skincare,SKU171,53.11,75,84,4508.53044,Female,21,26,136,3,Carrier C,11.0016505578,Supplier 2,Delhi,22,1063,16,32.2392910609,Pass,4.360199997295086,Road,Route C,523.164333
skincare,SKU172,87.59,53,695,55319.126119,Non-binary,197,18,159,5,Carrier A,10.3722600889,Supplier 4,Kolkata,55,84,33,47.6559809801,Pass,4.203857507321898,Road,Route A,754.452163
skincare,SKU173,47.87,4,732,34137.057986,Male,151,50,186,3,Carrier A,9.3336929646,Supplier 5,Kolkata,40,627,19,91.063167761,Pass,1.391370708202907,Air,Route B,423.235927
skincare,SKU174,51.46,21,911,44402.843502,Male,99,48,96,10,Carrier B,19.4565067868,Supplier 5,Chennai,42,1054,45,32.2507966963,Pending,2.232073222463301,Air,Route A,696.359151
haircare,SKU175,60.43,89,28,1610.190419,Unknown,192,40,193,4,Carrier A,5.5035292851,Supplier 3,Kolkata,7,679,18,39.780042669,Pass,3.350258103282213,Road,Route A,323.842845
skincare,SKU176,72.9,64,886,60295.744922,Non-binary,164,47,174,1,Carrier A,14.4023262881,Supplier 4,Bangalore,24,383,6,21.0673727677,Pass,0.26796721783522,Air,Route C,506.979125
cosmetics,SKU177,35.51,51,206,7590.410366,Female,42,34,59,13,Carrier A,12.0221323642,Supplier 3,Kolkata,27,1367,24,21.3167360626,Pass,0.72627638657657,Sea,Route C,246.143705
haircare,SKU178,67.12,29,352,22371.976282,Male,174,34,64,7,Carrier B,8.1116385757,Supplier 2,Kolkata,21,352,44,79.1667428071,Pass,3.979596754765052,Sea,Route A,294.107637
skincare,SKU179,45.05,69,361,14983.450556,Unknown,191,6,72,9,Carrier A,8.7312512537,Supplier 5,Mumbai,57,638,35,76.4604288326,Pending,2.026660205038655,Road,Route B,494.355112
cosmetics,SKU180,84.38,23,851,77105.33748,Female,53,7,98,5,Carrier C,12.9739662183,Supplier 2,Chennai,23,877,33,50.382426036,Pass,1.872526440230407,Road,Route B,628.355537
haircare,SKU181,59.62,66,942,56167.041894,Female,71,48,165,5,Carrier A,7.4837087249,Supplier 4,Chennai,38,353,41,32.1462692918,Pass,1.977882965853568,Air,Route B,746.310769
cosmetics,SKU182,9.59,23,619,5351.567963,Unknown,123,15,34,4,Carrier C,8.2214156698,Supplier 4,Chennai,17,519,23,19.1278745604,Pass,1.291315072925335,Road,Route C,936.64529
skincare,SKU183,61.7,36,670,43126.090544,Female,131,26,98,14,Carrier C,3.3412304293,Supplier 4,Kolkata,43,958,35,73.814163555,Pass,2.840887975948228,Road,Route B,825.393295
skincare,SKU184,13.86,47,891,11120.716134,Unknown,20,22,146,10,Carrier A,13.285512355,Supplier 2,Mumbai,46,633,28,41.8079241372,Pass,3.904822321066871,Road,Route C,866.056835
skincare,SKU185,82.05,19,676,51579.910069,Female,68,47,58,3,Carrier B,9.984947347,Supplier 5,Mumbai,26,854,19,30.7221551585,Pass,3.193424358646691,Road,Route A,635.028702
skincare,SKU186,97.91,35,263,26755.337333,Female,117,39,178,1,Carrier C,19.8338638803,Supplier 4,Delhi,8,1291,42,62.0548225306,Pass,0.406302651255043,Road,Route A,636.175655
skincare,SKU187,42.66,70,425,18555.318586,Female,59,2,197,5,Carrier C,13.1631962527,Supplier 2,Delhi,58,430,7,27.1292376537,Pass,1.898597353194487,Road,Route C,757.585459
skincare,SKU188,15.35,44,442,7405.670054,Non-binary,30,47,64,10,Carrier B,9.0310931545,Supplier 4,Mumbai,20,1029,7,93.4460037532,Pass,2.002586419888448,Road,Route A,763.462203
cosmetics,SKU189,29.2,30,149,3996.583224,Female,199,39,41,1,Carrier A,16.6952849748,Supplier 4,Kolkata,18,530,27,33.680131292,Pass,0.447337306351554,Sea,Route A,558.751822
cosmetics,SKU190,32.33,26,196,6809.822992,Non-binary,149,43,152,6,Carrier A,8.4298124981,Supplier 4,Mumbai,46,727,22,66.5155047495,Fail,2.667081150871537,Rail,Route C,811.027393
haircare,SKU191,11.88,21,675,7495.398617,Unknown,19,18,19,9,Carrier B,3.5179687821,Supplier 1,Bangalore,35,882,50,90.8435464563,Pending,1.594481924904918,Sea,Route B,231.736593
skincare,SKU192,16.07,98,964,14361.117173,Male,187,12,41,12,Carrier A,18.7925343038,Supplier 4,Kolkata,33,496,10,10.0299255508,Pass,3.016740287575896,Road,Route C,155.214664
cosmetics,SKU193,48.0,2,382,20150.773758,Non-binary,55,15,92,9,Carrier C,2.4179664724,Supplier 4,Delhi,11,1153,20,15.6062618317,Pass,4.983517300726354,Rail,Route C,298.722367
haircare,SKU194,60.74,38,231,14660.416992,Male,190,35,16,11,Carrier B,16.7232200158,Supplier 5,Chennai,26,559,59,47.4538598362,Pass,0.105769461347053,Road,Route B,712.877345
haircare,SKU195,57.61,13,213,13091.37264,Unknown,180,18,182,4,Carrier A,3.0849877749,Supplier 4,Delhi,25,357,59,23.4314000155,Pass,4.324655356780684,Road,Route B,528.416316
skincare,SKU196,45.11,38,554,26415.506269,Male,104,17,129,9,Carrier A,14.0745594156,Supplier 4,Chennai,37,1083,54,13.4583714066,Pending,2.312772548477423,Air,Route B,447.714019
skincare,SKU197,30.2,17,956,28586.066047,Male,68,32,181,1,Carrier C,13.924327805,Supplier 5,Mumbai,27,92,5,16.4875902399,Pass,0.070421291422088,Sea,Route A,448.835708
skincare,SKU198,98.25,52,399,42669.657465,Male,50,43,195,5,Carrier A,13.5457516743,Supplier 2,Bangalore,21,1296,12,79.2300833054,Fail,1.915878801867951,Road,Route A,329.872136
haircare,SKU199,10.89,89,378,4098.517932,Male,9,21,173,12,Carrier C,19.6194362578,Supplier 5,Chennai,36,400,20,83.0592809281,Fail,0.649197774367338,Road,Route B,302.154051
skincare,SKU200,48.45,89,626,33017.371447,Female,171,32,188,14,Carrier A,13.2704054404,Supplier 3,Kolkata,36,1295,59,89.1341793998,Pass,2.72464273012193,Air,Route B,514.485548
cosmetics,SKU201,71.38,7,663,48803.00992,Non-binary,85,22,98,6,Carrier A,14.8309963579,Supplier 2,Chennai,25,512,56,83.6006796871,Pass,2.534204937829627,Rail,Route A,472.074804
cosmetics,SKU202,72.68,3,703,47067.121613,Non-binary,29,39,117,9,Carrier A,4.0413610641,Supplier 2,Kolkata,20,178,48,75.3815543602,Pending,0.504898716940207,Road,Route B,691.804282
haircare,SKU203,68.1,46,231,16092.846839,Unknown,111,13,146,4,Carrier B,17.1129080315,Supplier 2,Bangalore,21,1087,38,78.28087511,Fail,3.783760642878348,Rail,Route B,888.985686
cosmetics,SKU204,40.04,4,20,845.708828,Female,153,37,63,8,Carrier C,1.0611470085,Supplier 4,Bangalore,49,1093,21,62.9382040254,Pass,3.215204374267085,Road,Route B,605.336129
skincare,SKU205,63.71,34,670,45289.433789,Female,59,19,58,14,Carrier C,2.1124676556,Supplier 5,Bangalore,34,1387,42,28.8857795371,Pending,2.606279918824084,Road,Route B,395.373478
skincare,SKU206,17.89,92,763,14377.860403,Male,117,45,170,1,Carrier B,13.0873699295,Supplier 3,Bangalore,15,186,30,62.8992424776,Pass,1.817554853844919,Road,Route A,730.226764
skincare,SKU207,62.2,70,849,57345.224908,Male,146,42,44,14,Carrier B,17.5818747592,Supplier 5,Chennai,24,98,25,51.2368198064,Pass,0.67606506235556,Road,Route C,913.521997
cosmetics,SKU208,75.88,100,838,57957.156906,Female,107,57,40,4,Carrier A,19.1756778006,Supplier 4,Kolkata,34,1415,32,34.8147867786,Pass,3.937761746982004,Sea,Route B,485.998191
cosmetics,SKU209,31.33,73,813,27270.019639,Non-binary,81,58,116,9,Carrier A,11.1159929632,Supplier 1,Delhi,11,1143,19,11.9641057098,Fail,4.817338226725616,Air,Route C,454.103062
cosmetics,SKU210,76.53,14,313,23927.450325,Male,68,3,96,10,Carrier A,11.7412748369,Supplier 3,Delhi,29,902,16,41.4555734878,Pass,0.764721675387323,Road,Route B,179.956221
skincare,SKU211,58.51,24,573,31698.443612,Female,42,41,176,6,Carrier A,11.3272261295,Supplier 2,Mumbai,14,902,9,95.11283323,Pending,3.34842146327225,Air,Route C,685.87612
skincare,SKU212,15.54,40,294,4848.736918,Female,191,51,72,1,Carrier C,17.5705783004,Supplier 2,Bangalore,50,933,26,11.6151110712,Pass,3.301550538309764,Road,Route B,314.91659
skincare,SKU213,97.66,26,881,77902.102617,Non-binary,130,8,53,1,Carrier B,10.4584376527,Supplier 4,Mumbai,54,758,55,27.604834574,Pass,0.479240161126989,Road,Route A,619.834029
skincare,SKU214,81.01,47,911,79926.848542,Female,41,20,21,2,Carrier C,12.6559896341,Supplier 5,Delhi,31,89,42,22.6640375244,Pass,0.92928194779775,Sea,Route C,381.845795
cosmetics,SKU215,92.19,19,544,46316.2252,Male,118,16,138,13,Carrier C,3.3262440688,Supplier 5,Kolkata,8,973,42,98.1804212069,Fail,0.657833980269071,Rail,Route C,574.65966
skincare,SKU216,89.23,5,227,18988.902657,Male,115,38,187,6,Carrier C,15.4320657922,Supplier 1,Delhi,6,992,48,51.3338677456,Pass,2.476120111778996,Rail,Route B,256.385434
skincare,SKU217,83.51,62,417,33011.962389,Non-binary,40,51,184,2,Carrier B,12.6617709575,Supplier 1,Chennai,48,911,19,32.8577387115,Pass,3.699080728472218,Road,Route C,717.694477
haircare,SKU218,19.86,73,660,12392.395752,Male,86,3,13,10,Carrier A,5.095067507,Supplier 5,Delhi,57,998,50,78.3323859755,Pending,1.171488104035431,Rail,Route A,908.962649
skincare,SKU219,87.81,91,407,33373.349515,Female,45,38,151,4,Carrier A,11.3863161836,Supplier 3,Delhi,34,645,53,13.7822207654,Pending,4.591201995473762,Road,Route A,362.996407
cosmetics,SKU220,73.59,73,284,18884.869818,Male,62,9,133,7,Carrier A,6.3489027699,Supplier 4,Chennai,40,985,21,31.7704445433,Pass,2.349152147667884,Road,Route C,166.816786
haircare,SKU221,67.07,41,708,43349.484826,Male,1,41,134,14,Carrier B,17.9537474647,Supplier 5,Mumbai,52,317,39,34.099900794,Pending,2.871013234719738,Rail,Route A,639.080657
haircare,SKU222,12.98,61,905,12144.415714,Male,64,8,54,7,Carrier C,2.5619342105,Supplier 4,Mumbai,23,75,56,49.9042012941,Fail,3.160224689929024,Air,Route A,675.645005
skincare,SKU223,21.72,4,406,9324.051243,Male,193,24,171,11,Carrier C,19.6929659443,Supplier 1,Kolkata,21,622,16,64.3664509364,Pending,1.201894735405619,Air,Route A,398.212306
skincare,SKU224,27.45,35,432,11338.250769,Female,140,38,58,14,Carrier A,5.1623073729,Supplier 3,Bangalore,37,651,43,82.2327111622,Fail,2.568211952522518,Road,Route B,350.039866
cosmetics,SKU225,32.76,17,856,28219.785976,Male,182,41,48,13,Carrier C,1.8522177924,Supplier 3,Chennai,50,50,44,47.9645360685,Pass,4.538978902757209,Rail,Route A,378.435446
cosmetics,SKU226,91.09,69,520,50804.497641,Non-binary,157,45,184,7,Carrier A,12.472113606,Supplier 2,Kolkata,6,1397,34,82.0319391121,Fail,0.470501112445554,Air,Route A,163.906898
haircare,SKU227,35.16,39,770,27985.960196,Unknown,193,51,84,13,Carrier B,10.5409185893,Supplier 3,Mumbai,43,820,24,67.4089383397,Pending,2.654657699402829,Rail,Route B,227.923411
haircare,SKU228,40.87,35,235,9577.558489,Female,100,21,71,1,Carrier C,7.5201797103,Supplier 1,Bangalore,25,1180,22,46.3508077753,Pass,2.717246498975935,Sea,Route B,501.777565
cosmetics,SKU229,79.55,28,172,14822.730656,Female,103,11,57,10,Carrier C,12.4204091692,Supplier 4,Bangalore,37,728,38,25.0174181529,Pass,0.721544778968725,Sea,Route A,951.979991
haircare,SKU230,48.97,18,988,43609.056904,Female,125,11,58,1,Carrier B,17.0956503042,Supplier 2,Bangalore,16,882,35,71.9446812202,Pass,2.433092601300395,Road,Route C,578.721436
haircare,SKU231,13.44,46,363,4769.423753,Non-binary,49,6,68,13,Carrier C,10.2691727467,Supplier 2,Chennai,41,219,41,52.6605785635,Pass,4.974341285566014,Air,Route A,359.564894
cosmetics,SKU232,41.88,96,278,11739.058773,Non-binary,48,13,171,13,Carrier B,5.6912411067,Supplier 3,Delhi,46,1427,36,73.8112351858,Pass,2.542157366937513,Rail,Route A,969.775647
skincare,SKU233,40.91,92,959,36401.633207,Female,110,34,148,4,Carrier C,15.8653782597,Supplier 3,Bangalore,22,153,26,61.2439625064,Fail,1.014547418033942,Road,Route A,527.991434
skincare,SKU234,30.27,64,91,2980.144278,Male,172,47,149,6,Carrier A,15.1713407339,Supplier 4,Chennai,21,1257,24,52.0103869508,Pass,4.848342556971996,Sea,Route B,982.88864
skincare,SKU235,86.86,55,762,66073.718434,Female,189,24,160,11,Carrier C,18.4559595015,Supplier 3,Kolkata,21,1023,31,46.6825787716,Pending,3.824993695327041,Air,Route A,528.835045
cosmetics,SKU236,13.17,45,849,11494.850717,Female,71,19,72,6,Carrier C,9.518062052,Supplier 5,Chennai,35,769,54,52.9159121486,Fail,3.61630771891416,Rail,Route B,669.289699
skincare,SKU237,82.96,41,664,57652.985467,Female,46,35,28,2,Carrier B,16.7409166895,Supplier 3,Mumbai,40,74,41,76.6428518758,Pass,3.769605332062276,Rail,Route A,789.50434
